ID,Count
18288,438.23545026325473
18289,349.7348166125648
18290,295.98337579444944
18291,244.56048913521803
18292,205.84730276795477
18293,184.26729081388382
18294,198.13737428201813
18295,229.78702010711535
18296,264.6140910052045
18297,341.9392222545622
18298,485.3438920929823
18299,538.067342446306
18300,543.7680168419683
18301,480.92041797175807
18302,514.2210787857629
18303,507.72604812185267
18304,494.767138020238
18305,506.2930917163857
18306,518.7535821987075
18307,550.4499548631132
18308,528.9633965876598
18309,493.7313597488951
18310,495.5225552557289
18311,483.80969420234646
18288,437.8827465863693
18289,349.4533406259005
18290,295.7451604130216
18291,244.36366027601213
18292,205.68163132234352
18293,184.11898754229605
18294,197.97790799421398
18295,229.6020813331215
18296,264.40112246786424
18297,341.66402037190284
18298,484.95327427511234
18299,537.634291377574
18300,543.3303777171607
18301,480.533360284832
18302,513.8072198313794
18303,507.3174165428339
18304,494.3689361206041
18305,505.88561341922195
18306,518.3360753636737
18307,550.0069379348729
18308,528.5376726194089
18309,493.33399147147145
18310,495.12374537598635
18311,483.42031114820173
18288,437.530042909484
18289,349.17186463923633
18290,295.50694503159383
18291,244.16683141680633
18292,205.51595987673227
18293,183.97068427070835
18294,197.81844170640974
18295,229.41714255912768
18296,264.188153930524
18297,341.3888184892435
18298,484.5626564572425
18299,537.201240308842
18300,542.8927385923532
18301,480.1463025979059
18302,513.393360876996
18303,506.90878496381515
18304,493.97073422097003
18305,505.47813512205823
18306,517.9185685286401
18307,549.5639210066327
18308,528.1119486511582
18309,492.9366231940479
18310,494.72493549624403
18311,483.0309280940571
18288,437.17733923259857
18289,348.8903886525721
18290,295.26872965016594
18291,243.97000255760042
18292,205.35028843112104
18293,183.82238099912058
18294,197.6589754186055
18295,229.23220378513383
18296,263.9751853931837
18297,341.1136166065841
18298,484.17203863937254
18299,536.7681892401099
18300,542.4550994675457
18301,479.75924491097976
18302,512.9795019226125
18303,506.50015338479636
18304,493.572532321336
18305,505.0706568248945
18306,517.5010616936065
18307,549.1209040783924
18308,527.6862246829073
18309,492.53925491662426
18310,494.32612561650166
18311,482.64154503991244
18288,436.8246355557132
18289,348.6089126659079
18290,295.0305142687382
18291,243.7731736983946
18292,205.18461698550985
18293,183.67407772753285
18294,197.49950913080136
18295,229.04726501114004
18296,263.76221685584346
18297,340.8384147239248
18298,483.7814208215027
18299,536.3351381713779
18300,542.0174603427381
18301,479.37218722405385
18302,512.5656429682291
18303,506.0915218057777
18304,493.174330421702
18305,504.66317852773085
18306,517.0835548585728
18307,548.6778871501522
18308,527.2605007146565
18309,492.1418866392007
18310,493.9273157367593
18311,482.25216198576777
18288,436.4719318788278
18289,348.32743667924365
18290,294.7922988873103
18291,243.57634483918872
18292,205.0189455398986
18293,183.5257744559451
18294,197.34004284299712
18295,228.8623262371462
18296,263.54924831850315
18297,340.56321284126545
18298,483.39080300363275
18299,535.902087102646
18300,541.5798212179307
18301,478.9851295371277
18302,512.1517840138456
18303,505.6828902267589
18304,492.7761285220679
18305,504.2557002305671
18306,516.6660480235392
18307,548.2348702219119
18308,526.8347767464056
18309,491.7445183617771
18310,493.52850585701685
18311,481.86277893162315
18288,436.1192282019424
18289,348.04596069257946
18290,294.55408350588255
18291,243.3795159799829
18292,204.85327409428743
18293,183.37747118435738
18294,197.18057655519294
18295,228.6773874631524
18296,263.3362797811629
18297,340.2880109586061
18298,483.0001851857629
18299,535.4690360339139
18300,541.1421820931231
18301,478.5980718502016
18302,511.7379250594622
18303,505.2742586477402
18304,492.37792662243396
18305,503.84822193340347
18306,516.2485411885056
18307,547.7918532936716
18308,526.4090527781549
18309,491.3471500843536
18310,493.1296959772744
18311,481.47339587747854
18288,435.766524525057
18289,347.76448470591515
18290,294.3158681244547
18291,243.18268712077702
18292,204.68760264867618
18293,183.22916791276964
18294,197.02111026738874
18295,228.49244868915858
18296,263.1233112438226
18297,340.01280907594673
18298,482.609567367893
18299,535.0359849651818
18300,540.7045429683155
18301,478.21101416327554
18302,511.32406610507866
18303,504.86562706872144
18304,491.97972472279986
18305,503.4407436362397
18306,515.8310343534719
18307,547.3488363654313
18308,525.983328809904
18309,490.94978180693
18310,492.73088609753205
18311,481.08401282333375
18288,435.41382084817155
18289,347.483008719251
