ID,Count
18288,403.1171888473844
18288,321.7086067095241
18288,272.2645699341358
18288,224.9624872294287
18288,189.35160533860648
18288,169.5009206233644
18288,182.2595166095954
18288,211.37289902848525
18288,243.40908165084636
18288,314.53771699463505
18288,446.4505673542408
18288,494.94899229909436
18288,500.1928397229691
18288,442.38157099254556
18288,473.0136633210823
18288,467.03911584633966
18288,455.11867580080997
18288,465.720990264382
18288,477.18295184662213
18288,506.3393166214454
18288,486.57459661807013
18288,454.16590024428626
18288,455.8135572217332
18288,445.03931333442756
18289,411.4190582462081
18289,328.3339328213093
18289,277.87163647471897
18289,229.59540599420095
18289,193.25114706361558
18289,172.99165370279235
18289,186.01300255722256
18289,215.72595131881963
18289,248.42189296789985
18289,321.0153644870675
18289,455.644852305977
18289,505.1420627183816
18289,510.4939028988661
18289,451.4920582861475
18289,482.75499354810347
18289,476.65740514574816
18289,464.4914733693462
18289,475.3121338435499
18289,487.0101451670133
18289,516.7669614710734
18289,496.59520319517617
18289,463.5190761780834
18289,465.2006653058312
18289,454.2045346617756
18290,411.4030372680435
18290,328.3211472425593
18290,277.8608159370425
18290,229.58646537049273
18290,193.24362171362176
18290,172.9849172732296
18290,186.00575906620628
18290,215.71755078246534
18290,248.41221922614406
18290,321.00286389906137
18290,455.627109140989
18290,505.122392093517
18290,510.4740238691818
18290,451.4744768341891
18290,482.7361946931269
18290,476.6388437356072
18290,464.4733857100524
18290,475.2936248193199
18290,486.99118061312276
18290,516.7468381636085
18290,496.5758653916698
18290,463.5010263846925
18290,465.18255003005163
18290,454.18684758387707
18291,408.6522103944518
18291,326.1258434815547
18291,276.0029127852491
18291,228.05134637149865
18291,191.95150741303223
18291,171.8282618379145
18291,184.76204039052536
18291,214.2751656223112
18291,246.75122271791804
18291,318.856493492131
18291,452.580580110759
18291,501.7449152040637
18291,507.0607635479779
18291,448.45571418269446
18291,479.50840204960303
18291,473.45182073973353
18291,461.3677064716008
18291,472.11559656585354
18291,483.7349372082889
18291,513.2916349674838
18291,493.25553444718435
18291,460.4018487806984
18291,462.07212899804836
18291,451.1499487941592
18292,411.90840383084355
18292,328.72445619909587
18292,278.20213953644867
18292,229.86848886657626
18292,193.48100174255146
18292,173.19741155533106
18292,186.2342481209895
18292,215.98253773515904
18292,248.71736823579047
18292,321.39718309284984
18292,456.1868004539025
18292,505.7428833003414
18292,511.10108900840544
18292,452.0290670629457
18292,483.32918674557095
18292,477.2243458158914
18292,465.0439437691449
18292,475.8774744357223
18292,487.5893994806711
18292,517.3816088137592
18292,497.1858580643758
18292,464.0703899997835
18292,465.7539792249949
18292,454.74476968274325
18293,411.70305543888196
18293,328.56057743903386
18293,278.06344762955194
18293,229.75389269880597
18293,193.38454580182912
18293,173.1110675778253
18293,186.1414048989912
18293,215.8748641203378
18293,248.5933753501267
18293,321.236957192831
18293,455.95937798561556
18293,505.49075567471914
18293,510.8462901604538
18293,451.80371734641164
18293,483.0882330035175
18293,476.98643551567227
18293,464.81210575575085
18293,475.64023559029636
18293,487.3463218979131
18293,517.1236789429133
18293,496.93799636621657
18293,463.83903733143023
18293,465.52178723815007
18293,454.5180661089903
18294,409.0800149277321
18294,326.46725388069717
18294,276.29185113988103
18294,228.29008581133724
18294,192.15245512101603
18294,172.00814318320067
18294,184.95546168238837
18294,214.49948323247196
18294,247.00953844211114
18294,319.19029384830696
18294,453.0543718067811
18294,502.270175422447
18294,507.5915887528263
18294,448.9251876924978
18294,480.0103835950956
18294,473.9474618498275
18294,461.85069712065933
18294,472.6098388268906
18294,484.2413433741677
18294,513.8289830663034
18294,493.7719074125927
18294,460.883828305167
